COUNTY, PRECINCT, Prct Seq            , Office Seq, OfficeID, District, Candidate Group                            , OFFICENAME     , ELECTDATE, ELECTTYPE       , COL1, BNAME1                                 , TALLY1, COL2, BNAME2                    , TALLY2, COL3, BNAME3                     , TALLY3, COL4, BNAME4                                        , TALLY4, COL5, BNAME5                    , TALLY5, COL6, BNAME6                     , TALLY6, COL7, BNAME7                   , TALLY7, COL8, BNAME8           , TALLY8, COL9, BNAME9                , TALLY9, COL10, BNAME10, TALLY10
  0024,        5, Rockwood Ward 1     , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    614,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0025,        1, Rockwood Ward 2     , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    375,    2, John McCain - (R)         ,    433,    3, Chuck Baldwin - (I)        ,      9,    4, Bob Barr - (I)                                ,      2,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),     11,     ,                       ,      0,      ,        ,       0
  0025,        2, Rockwood Ward 2     , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    273,    2, Lamar Alexander - (R)     ,    468,    3, Edward L. Buck - (I)       ,     10,    4, Christopher G. Fenner - (I)                   ,      6,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,     10,    7, Daniel Towers Lewis - (I),      0,    8, Chris Lugo - (I) ,      0,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0025,        3, Rockwood Ward 2     , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    589,    2, Monty J. Lankford - (R)   ,    175,    3, James Anthony Gray - (I)   ,      8,    4, Kevin Ragsdale - (I)                          ,     17,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0025,        4, Rockwood Ward 2     , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    509,    2, Ken Yager - (R)           ,    270,    3, Christopher G. Fenner - (I),     31,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0025,        5, Rockwood Ward 2     , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    646,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0001,        1, 01-1 E Robertson HS , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    451,    2, John McCain - (R)         ,    925,    3, Chuck Baldwin - (I)        ,      8,    4, Bob Barr - (I)                                ,      3,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      7,     ,                       ,      0,      ,        ,       0
  0001,        2, 01-1 E Robertson HS , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    340,    2, Lamar Alexander - (R)     ,    898,    3, Edward L. Buck - (I)       ,     22,    4, Christopher G. Fenner - (I)                   ,      9,    5, David Gatchell - (I)      ,      4,    6, Ed Lawhorn - (I)           ,      9,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      5,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0001,        3, 01-1 E Robertson HS , USH       ,        6,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Bart Gordon - (D)                      ,    773,    2, Chris Baker - (I)         ,    362,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0001,        4, 01-1 E Robertson HS , TS        ,       18,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Jim Hawkins - (D)                      ,    413,    2, Diane Black - (R)         ,    853,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0001,        5, 01-1 E Robertson HS , TH        ,       66,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Robert T. (Bob) Bibb - (D)             ,    599,    2, Joshua G. Evans - (R)     ,    749,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
